"","num_var","ngo_name","ngo_address","reg_no","reg_date","renewed_on","valid_until","district","county","remarks","type_ngo"
"2192",2192,"Sonali Unnayan Foundation Bangladesh)   ","218/9, Begum Rokeya Sarani, Sher-E-Banglanagar, Dhaka- 1207 Phone: 919889 www.sonalibd.org","2286    ","8-Nov-07    ","8-Nov-17    ","8-Nov-27    ","Dhaka    ","Bangladesh    ","    ","local"
"2193",2193,"Sonar Bangla Foundation (SBF) ","Modhugonj Bazar, Kaliganj, Dist.: Jhenaidah. Phone: 04523-56021","2550  ","11-Mar-10  ","11-Mar-15  ","11-Mar-20  ","Jhenaidah  ","Bangladesh  ","  ","local"
"2194",2194,"Sonar Bangla Foundation Bangladesh ","19/7, Babor Road, Block-B, Mohammadpur, Dhaka Phone: 01715-228770","2949  ","4-Jul-15  ","  ","4-Jul-20  ","Dhaka  ","USA  ","  ","local"
"2195",2195,"Sonar Bangla Samaj Kallyan Sangstha (SOBASKS)","Sha-27, Adarsha Nagar, Middle Badda, Badda, Dhaka-1212. Phone: 8821540, 01912-267387","1608  ","10-Jan-01  ","10-Jan-16  ","10-Jan-21  ","Dhaka  ","Bangladesh  ","  ","local"
"2196",2196,"Sonar Bangla Unnayan Sangstha ","Naljani, Joydebpur Road, Chandona, Gazipur Sadar, Gazipur.","2581  ","15-Jun-10  ","  ","15-Jun-15  ","Gazipur  ","Bangladesh  ","  ","local"
"2197",2197,"Sonartori Somaj Unnayan Sangstha ","Daktar Bari, Zila Parishad Sarak, Sadar, Patuakhali, Mob: 1715469669","3177  ","5-Dec-18  ","  ","5-Dec-28  ","Patuakhali  ","Bangladesh  ","  ","local"
"2198",2198,"Songshoptaque   ","Nishorgo Nirjor, 09 Enayet Bazar, Chittagong Phone: 031-2852799 www.songshoptaque.org","2615   ","5-Dec-10   ","5-Dec-15   ","5-Dec-20   ","Chittagong   ","Bangladesh   ","   ","local"
"2199",2199,"SONNE International, Austria    ","PC Culture Housing Society House-21, Road-03, Block-Kha, Shekhertek, Mohammadpur, Dhaka. Phone: 01713-040837, 01911- 177339","2399     ","11-Jan-09     ","11-Jan-19     ","11-Jan-29     ","Dhaka     ","Austria     ","     ","local"
"2200",2200,"Sopnil Bright Foundation  ","565 Islam Plaza, Bandartila, EPZ, Chittagong. Phone: 01711102958","3075  ","3-Jan-17  ","  ","3-Jan-22  ","Chittagong  ","Bangladesh  ","  ","local"
"2201",2201,"SOS - Children's Village International in Bangladesh  ","1, Shyamoli, Mirpur Road, Dhaka Phone : 8118189 www.sos-bangladesh.org","46   ","22-Apr-81   ","15-May-15   ","15-May-20   ","Dhaka   ","Austria   ","   ","local"
"2202",2202,"South Asia Partnership Bangladesh (SAP-B)   ","H-63, Block-KA, Mdpur Housing, Pis. & Farming Cooperative, Dhaka. Phone : 8112103 www.sap-bd.org","156    ","29-Mar-84    ","14-May-15    ","14-May-20    ","Dhaka    ","Canada    ","    ","local"
"2203",2203,"Southern Gono Unnayan Samity","95/1 Hira Bari Road, Bankpara, Gopalganj","143 ","7-Jun-83 ","15-May-15 ","15-May-20 ","Gopalganj ","Bangladesh "," ","local"
"2204",2204,"Southpoint Integrated Rural Deelopment Association of Bangladesh (SIRDAB)","Kashipur, Post: Mohsen Uddin, Upazilla: Bowful, Dist.: Patuakhali. Phone: 01714-984018","2222   ","4-Apr-07   ","4-Apr-07   ","4-Apr-12   ","Patuakhali   ","Bangladesh   ","   ","local"
"2205",2205,"Sowravi Samaj Kallayan Sangstha ","Vill: Tatikona, PO: Chatak, Upazilla: Chatak, Dist: Sunamganj","2872  ","24-Jul-14  ","  ","24-Jul-19  ","Sunamganj  ","Bangladesh  ","  ","local"
"2206",2206,"Spaandan B.   ","Flat-5/a, Shahjahan Road, Block-a, Town Hall Bazar, Mohammadpur, dhaka. Phone: 01713-036360","2623   ","9-Feb-11   ","9-Feb-16   ","9-Feb-26   ","Dhaka   ","USA   ","   ","local"
"2207",2207,"Special Olympics Bangladesh","117/A, Tejgaon 1/A, Dhaka- 1205, Mob:01720531777","3182 ","18-Dec-18 "," ","18-Dec-28 ","Dhaka ","Bangladesh "," ","local"
"2208",2208,"Speed Bangladesh  ","298/1, Ulon Road, West Rampura, Dhaka-1219 Phone: 8360420","2018  ","19-Mar-05  ","  ","19-Mar-10  ","Dhaka  ","Bangladesh  ","  ","local"
"2209",2209,"Sports and Cultural Society of the Disable ","81/2 Outer Circular Road, Boro Mogbazar, Dhaka. Phone: 01711560477","2590  ","8-Aug-10  ","8-Aug-15  ","8-Aug-20  ","Dhaka  ","Bangladesh  ","  ","local"
"2210",2210,"Spreeha Bangladesh Foundation  ","naher Cottage, 104/A, 16/1, Jafrabad Buddijibi Road, Mohammadpur, Dhaka Phone: 01711-082082","2957   ","13-Aug-15   ","   ","13-Aug-20   ","Dhaka   ","Bangladesh   ","   ","local"
"2211",2211,"Sramajibi-O-Dustha Kallyan Sangstha  ","Vill. Chakla, P.O. Pundoria, Thana Bera, Pabna Phone: 01712994647 www.sdks.org","892   ","1-Feb-95   ","1-Feb-15   ","1-Feb-25   ","Pabna   ","Bangladesh   ","   ","local"
"2212",2212,"Srijan Mohila Sangstha(SMS) ","Taragonj Dakhin Bazar, Nalitabari, Dist: Sherpur. Phone: 01625-171387","1078  ","30-Sep-96  ","30-Sep-11  ","30-Sep-16  ","Sherpur  ","Bangladesh  ","  ","local"
"2213",2213,"Srimangal Foundation (SF)   ","Uttarsur, Habiganj Road, Srimangal, Moulvibazar.Phone : 08626-883074 e-mail: sfbangla@yahoo.com","1736   ","11-Sep-02   ","11-Sep-12   ","11-Sep-17   ","MoulaviBazar   ","Bangladesh   ","   ","local"
"2214",2214,"Sristi Samaj Kallyan Sangstha","1426/A, Khilgaon, Dhaka ","1704 ","3-Feb-01 "," ","3-Feb-06 ","Dhaka ","Bangladesh "," ","local"
"2215",2215,"Sristy Human Rights Society ","Charabag, Post: Ashulia, Thana: Savar, Dist: Dhaka. Mob: 01988103044","3196  ","7-Mar-19  ","  ","7-Mar-29  ","Dhaka  ","Bangladesh  ","  ","local"
"2216",2216,"Sristy Samajik Unnayan Sangstha","Court Para, Chuadanga Phone: 01719-679022","2873 ","24-Jul-14 "," ","24-Jul-19 ","Chuadanga ","Bangladesh "," ","local"
"2217",2217,"Srizoneshil Mohila Unnayan Sangstha  ","Malir Char, Nayapara, Post+Upazilla: Bakshiganj, Jamalpur. Phone: 01743992600","3047   ","1-Nov-16   ","   ","1-Nov-21   ","Jamalpur   ","Bangladesh   ","   ","local"
"2218",2218,"SRIZONY Bangladesh    ","111, Pabahati Road, Pabahati, Dist: Jhenaidah. Phone: 0451-632645, Fax: 0451- 63346 www.srizonybd.org","763    ","25-Oct-93    ","25-Oct-18    ","25-Oct-28    ","Jhenaidah    ","Bangladesh    ","    ","local"
"2219",2219,"Srotodhara Foundation  ","9, B.B. Avenue (Don Plaza, 8th Floor), Gulistan, Dhaka-1000. Phone: 7163017, 01716-125906","2554  ","29-Mar-10  ","  ","29-Mar-15  ","Dhaka  ","Bangladesh  ","  ","local"
"2220",2220,"Step Towards Empowerment of the Poor (STEP) ","39/1, Captain Abdul Halim Chowdhury Road, South Sewta, Manikganj. Phone: 0651-61906","1820   ","29-Apr-03   ","29-Apr-18   ","29-Apr-28   ","Manikganj   ","Bangladesh   ","   ","local"
"2221",2221,"Steps Towards Development (STD) ","3/4, Block # D, Lalmatia, Dhaka Phone : 8113275, 9118167 www.stepsbd.org","852  ","13-Aug-94  ","13-Aug-14  ","13-Aug-19  ","Dhaka  ","Bangladesh  ","  ","local"
"2222",2222,"Sthaniya Unnayan Sangstha ","College Road, Mirzapur Bazar, Mirzapur, Tangail Phone: 01818-612746","2792  ","5-Jun-13  ","  ","5-Jun-18  ","Tangail  ","Bangladesh  ","  ","local"
"2223",2223,"Stiching Land Ontwikkelings Project Bangladesh (SLOPB)   ","House-143/Ka (3rd Floor), Road- 05, PC Culture Housing Society, Shaymoli, Mohammadpur, Dhaka-1207 Phone: 9110740 www.slopb.org","1143     ","8-Mar-97     ","8-Mar-17     ","8-Mar-27     ","Dhaka     ","Netherlands     ","     ","local"
"2224",2224,"Stichting Max Foundation  ","JKH Windsel, Level-4, Ka-90, Pragati Sarani, Dhaka Phone: 31-624505000","2855  ","6-May-14  ","  ","6-May-19  ","Dhaka  ","Netherlands  ","  ","local"
"2225",2225,"STR Foundation   ","Bismillah S Mill Tower, Goradap Bandar, Hazradigi, Bogra Sadar, Bogra Phone: 01923-909090","2981   ","10-Nov-15   ","   ","10-Nov-20   ","Bogra   ","Bangladesh   ","   ","local"
"2226",2226,"Street Children Partners Bangladesh ","House-16, Road-05, Block-F, Section-2, Mirpur, Dhaka. Phone: 9010863","1842  ","18-Jun-03  ","18-Jun-18  ","18-Jun-28  ","Dhaka  ","France  ","  ","local"
"2227",2227,"Stretched Arm Society- Bangladesh","Plot-369, Block-D, Bashundara, Dhaka-1212.","2228 ","5-Aug-07 "," ","5-Aug-12 ","Dhaka ","Canada "," ","local"
"2228",2228,"Stromme Foundation   ","B/137(1st Floor), Road-22, New DoHS, Mohakhali, Dhaka. Phone: 9858683 www. Stromme.org","508   ","31-Jul-91   ","31-Jul-16   ","31-Jul-21   ","Dhaka   ","Norway   ","   ","local"
"2229",2229,"Subah Samajik Unnayan Sangstha  ","Amjhupi Bazar, Post: Amjhupi Bazar, Upazilla & Dist.: Meherpur. 0791-62611, fax: 01716-545461","2112   ","13-Jul-06   ","13-Jul-16   ","13-Jul-21   ","Meherpur   ","Bangladesh   ","   ","local"
"2230",2230,"Subarna Gram Foundation ","Sahapur Sonargaon, Narayanganj.","2648 ","23-Jun-11 "," ","23-Jun-16 ","Narayanganj ","Bangladesh "," ","local"
"2231",2231,"Suchana Samaj Kallyan Sanghtha ","Abdul Hamid Road, Gopalpur, Pabna Sadar, Pabna. Phone: 0731-65083","1034  ","6-May-96  ","6-May-16  ","6-May-21  ","Pabna  ","Bangladesh  ","  ","local"
"2232",2232,"Suchana Samaj Unnayan Sangstha ","Vill: Thanapara, Boda, Panchagar Phone: 01714-229034","2954  ","4-Aug-15  ","  ","4-Aug-20  ","Panchagar  ","Bangladesh  ","  ","local"
"2233",2233,"Suchana Sashtha O Shikka Foundation ","House-231, Road-12, Block-B, Section-12, Pallabi, Dhaka. Phone: 01712-372335","2891  ","15-Sep-14  ","  ","15-Sep-19  ","Dhaka  ","Bangladesh  ","  ","local"
"2234",2234,"Suchona Foundation    ","Bangabandhu Memorial Trust Building (3rd Floor), House-08, Road-11(Old-32), Dhanmondi, Dhaka Phone: 01752-533040","2986    ","11-Nov-15    ","    ","11-Nov-20    ","Dhaka    ","Bangladesh    ","    ","local"
"2235",2235,"Sudipti Samaj Unnayan Sangstha","Vill: Munshiganj, PO: Zellakhali, PS: Shamnagar, Dist: Satkhira","2951 ","30-Jul-15 "," ","30-Jul-20 ","Sathkhira ","Bangladesh "," ","local"
"2236",2236,"Sukhi Manush  ","10/1, Darma Shava Cross Road, Khulna. Phone: 01712-555788","2787  ","19-May-13  ","19-May-18  ","19-May-28  ","Khulna  ","Bangladesh  ","  ","local"
"2237",2237,"Sultana Ali Foundation  ","House-52/1, Road-8/A, Dhanmondi, Dhaka. Mob: 01552306363","3220  ","1-Oct-19  ","  ","1-Oct-29  ","Dhaka  ","Bangladesh  ","  ","local"
"2238",2238,"Sumona Foundation ","Registry Office, Katia, Satkhira, Tel:01711962065","3124 ","19-Dec-17 "," ","19-Dec-27 ","Sathkhira ","Bangladesh "," ","local"
"2239",2239,"Sun Flower   ","Matri Chaya, Road-4, Block-A, Eidgha R/A, Dinajpur Phone: 0531-64970 www.sulfower-sf.org","217   ","11-Apr-87   ","11-Apr-17   ","11-Apr-27   ","Dinajpur   ","Bangladesh   ","   ","local"
"2240",2240,"Sunbulah Welfare Association ","House-98, Road-12, Sector-10, Uttara Model Town, Dhaka- 1230","1989  ","26-Dec-04  ","26-Dec-09  ","26-Dec-14  ","Dhaka  ","Bangladesh  ","  ","local"
"2241",2241,"Sundarban Adibashi Mund Sangstha ","Village: Srifal Kati, PO: Esharipur, PS: Shamnagar, Dist: Satkhira.","2646  ","16-Jun-11  ","  ","16-Jun-16  ","Sathkhira  ","Bangladesh  ","  ","local"
"2242",2242,"Sundarban Bohumukhi Grameen Unnayan Prokalpa","Vill. Sapleza, Chilarganj, Motbaria, Pirojpur Phone: 01716-972013","728  ","7-Jul-93  ","7-Jul-18  ","7-Jul-28  ","Pirojpur  ","Bangladesh  ","  ","local"
"2243",2243,"Sunity Sangha  ","132/03, Purbasheri, Sherpur Town, Dist: Sherpur. Phone: 01712-567488","346  ","30-Jan-90  ","30-Jan-15  ","30-Jan-20  ","Sherpur  ","Bangladesh  ","  ","local"
"2244",2244,"Supoth  ","Old Station Road, Dalpatti, Nilphamary Sadar, Nilphamary. Phone: 0551-61881","1558  ","21-Aug-00  ","21-Aug-15  ","21-Aug-20  ","Dinajpur  ","Bangladesh  ","  ","local"
"2245",2245,"Support For Development (SFD)  ","House-22, Road-03, Shekhertek, Adabar, Dhaka- 1207 Phone : 9881899","1774   ","15-Dec-02   ","   ","15-Dec-07   ","Dhaka   ","Bangladesh   ","   ","local"
"2246",2246,"Support the Old and Families in Transition (SOFT)","Vill+Post: Ramna, Upazilla: Cilmari, Dist.: Kurigram ","2325  ","27-Mar-08  ","27-Mar-13  ","27-Mar-23  ","Kurigram  ","Bangladesh  ","  ","local"
"2247",2247,"Suprobhat Nari Progoti Sangstha ","Ka-1/3, Kalachandpur, Road-13, Baridhara, Gulshan, Dhaka- 1212","2101  ","5-Jun-06  ","  ","5-Jun-11  ","Dhaka  ","Bangladesh  ","  ","local"
"2248",2248,"Suprovati   ","Vill.: Murali Juramandir, Post.: Rajarhat, Thana: Kotwali, Dist.: Jessore Phone: 0421-67447","2232   ","23-May-07   ","   ","23-May-12   ","Jessore   ","Bangladesh   ","   ","local"
"2249",2249,"Suravi Samaj Kallayan Sangosha(SSKS)","Mamataj Bhaban, Ataikula Road, Shalgaria, Pabna","2292 ","28-Nov-07 "," ","28-Nov-12 ","Pabna ","Bangladesh "," ","local"
"2250",2250,"Surid Bangladesh  ","82, J.I. Madrasa Road, PO: Dampara, Chittagong phone: 01825422169","1651  ","5-Jul-01  ","5-Jul-11  ","5-Jul-16  ","Chittagong  ","Bangladesh  ","  ","local"
"2251",2251,"Surja Setu Samaj Kalyan Sangstha  ","12, Nilamber Shaha Road, Hazaribagh, Dhaka-1205. Phone: 01710-921261 ","1245   ","25-Feb-98   ","25-Feb-18   ","25-Feb-28   ","Dhaka   ","Bangladesh   ","Cancelled on 17/06/2010, Revived on 12/4/2011","local"
"2252",2252,"Surja Shikha ","Ramangar Sadar, Dinajpur-5200 Phone: 0531-63452","1247 ","8-Mar-98 ","8-Mar-09 ","8-Mar-14 ","Dinajpur ","Bangladesh "," ","local"
"2253",2253,"Surjamukhi Mohila Samaj Kalyan Sangstha (SMKS) ","169, Bangabandhu Road, P.O. & Dist. Narayanganj Phone : 74035","1254  ","1-Apr-98  ","1-Apr-08  ","1-Apr-13  ","Narayanganj  ","Bangladesh  ","  ","local"
"2254",2254,"Surjamukhi Sangstha  ","22, Dilkusha C/A.(1st floor), Dhaka-1000 Phone: 9580201","231  ","30-Aug-87  ","30-Aug-17  ","30-Aug-27  ","Dhaka  ","Bangladesh  ","  ","local"
"2255",2255,"Surjamukhi Shisu Sangha (SSS)  ","Basail, Narsingdi Phone: 01720-0311566  ","911   ","21-Feb-95   ","21-Feb-10   ","21-Feb-15   ","Dhaka   ","Bangladesh   ","Cancelled on 22/07/2010, Revived on 14/09/2011","local"
"2256",2256,"Surovi   ","House # 12, Road # 5, Dhanmondi R.A., Dhaka-1205 Phone : 9661468, 8626601 www.surovi.org","655   ","5-Oct-92   ","5-Oct-17   ","5-Oct-27   ","Dhaka   ","Bangladesh   ","   ","local"
"2257",2257,"Surzomukhi Satkhira (SMS) ","Maskhola Road, Razar Bagan, Satkhira Phone: 00471-64105","2446  ","31-May-09  ","  ","31-May-14  ","Sathkhira  ","Bangladesh  ","  ","local"
"2258",2258,"Sushasoner Jonny Procharavizan (SUPRO)  ","8/19, Sir Syed Road (2nd Floor), Mohammadpur, Dhaka-1207 Phone: 9145600, Fax: 9139790 www.supro.org","2273   ","26-Sep-07   ","26-Sep-17   ","26-Sep-27   ","Dhaka   ","Bangladesh   ","   ","local"
"2259",2259,"Sustainable Development for Vulnerable Peoples in Bangladesh","Vill: West Sarulia, PO: Sarulia Bazar, PS: Demra, Dhaka. Phone: 01715-458080","2858  ","18-May-14  ","  ","18-May-19  ","Dhaka  ","Bangladesh  ","  ","local"
"2260",2260,"Sustainable Development Networking Foundation (SDNE) ","Firoj Tower (13th Floor), 152/3/B, Panthopath, Green Road, Dhaka-1205 Phone: 8126204","2288   ","13-Nov-07   ","   ","13-Nov-12   ","Dhaka   ","Bangladesh   ","   ","local"
"2261",2261,"Sustainable Social Service ","Binnakuri, Chirirbandar, Dinajpur Phone :01713-771350","658 ","22-Oct-92 ","22-Oct-07 ","22-Oct-12 ","Dinajpur ","Bangladesh "," ","local"
"2262",2262,"Sustainable Upliftment Initiative Trust   ","115/127, CDA Aveneu, Muradpur, Panchlish, Chittagong. Phone: 031-2555329 Mobile: 01818-451070","2701    ","22-May-12    ","22-May-17    ","22-May-27    ","Chittagong    ","Bangladesh    ","    ","local"
"2263",2263,"SWAB (Social Agency for Welfare and Advancement in Bangladesh)  ","House-1/7 (2nd Floor), Block-B, Lalmatia, Mohammadpur, Dhaka-1207 Phone: 8100742 www.sawab-bd.net","956    ","9-Jul-95    ","9-Jul-15    ","9-Jul-20    ","Dhaka    ","Bangladesh    ","    ","local"
"2264",2264,"Swabolombee Society  ","43/1, Ulon Road, Rampura, Dhaka-1217. Phone: 9345475","1901  ","21-Jan-04  ","21-Jan-14  ","21-Jan-19  ","Dhaka  ","Bangladesh  ","  ","local"
"2265",2265,"Swadesh Developmen Foundation  ","2/C, Purana Paltan, Shawn Tower (9th Fl.), Room No.-C/2, Dhaka. Phone: 646436-9160","2799   ","11-Jul-13   ","   ","11-Jul-18   ","Dhaka   ","Bangladesh   ","   ","local"
"2266",2266,"Swadesh Unnayan Sangstha Gopalgonj (SUSG)","Vill+Post- Jalirpar, P.S.: Muksudpur, Dist: Gopalgonj. Phone: 01711-406175","1972  ","24-Oct-04  ","24-Oct-14  ","24-Oct-19  ","Gopalganj  ","Bangladesh  ","  ","local"
"2267",2267,"Swa-Jib Society   ","Ka-46/1 (4th Floor), Mehedi Manzil, Progoti Swarani, Kuril, Dhaka-1229 Phone: 01711-603485","2091   ","25-Apr-06   ","25-Apr-16   ","25-Apr-26   ","Dhaka   ","Bangladesh   ","   ","local"
"2268",2268,"Swanirvar Bangladesh ","5/5, Block-C, Lalmatia, Dhaka Phone :9116558, Fax: 8112377","225 ","15-Jul-87 ","15-Jul-12 ","15-Jul-17 ","Dhaka ","Bangladesh "," ","local"
"2269",2269,"Swarna Bangladesh   ","House-79, Janata Road, Middle Pirerbagh, PS: Mirpur, Dist: Dhaka Phone: 01923-3110481","2920   ","3-Mar-15   ","   ","3-Mar-20   ","Dhaka   ","Bangladesh   ","   ","local"
"2270",2270,"Swisscontact-Bangladesh    ","House-19, Road-11, Baridhara, Dhaka-1212 Phone: 88-02-9882663, 88-02- 9883496 www.swisscontact.org.bd","2392    ","16-Nov-08    ","16-Nov-18    ","16-Nov-28    ","Dhaka    ","Switzerland    ","    ","local"
"2271",2271,"Sylhet Jubo Academy    ","House-09, Road-04, Block-A, Shahjalal Uposhahar, Sylhet- 3100 Phone: 0821-761525 www.sjabd.org","860    ","8-Oct-94    ","8-Oct-14    ","8-Oct-19    ","Sylhet    ","Bangladesh    ","    ","local"
"2272",2272,"Sylhet Samaj Kallyan Sangstha  ","Swapnil-47, Ramerdighirpar, Mirzajangal, Taltola, Sylhet Phone : 0821-725593 www.ssks-bd.org","1267   ","27-May-98   ","27-May-18   ","27-May-28   ","Sylhet   ","Bangladesh   ","   ","local"
"2273",2273,"Symbiosis Bangladesh  ","Rupayan View, Flat-D-1, Road- 2/A, Sector-05, Uttara, Dhaka. Phone: 8871434","895  ","9-Feb-95  ","9-Feb-15  ","9-Feb-20  ","Dhaka  ","Australia  ","  ","local"
"2274",2274,"Symbiosis Foundation  ","Rose Dale, Flat-B-G, House-7A, Road-136, Gulshan-1, Dhaka, Mob: 0191429825","3111  ","15-Nov-17  ","  ","15-Nov-27  ","Dhaka  ","Bangladesh  ","  ","local"
"2275",2275,"Syngenta Foundation Bangladesh   ","2/6, Block-E, Lalmatia, Dhaka- 1207 Phone: 9142581-3, Fax: 9134263 www.syngentafoundation.org","2613    ","29-Nov-10    ","29-Nov-15    ","29-Nov-20    ","Dhaka    ","Bangladesh    ","    ","local"
"2276",2276,"Syngenta Foundation for Sustainable Agriculture Bangladesh (SFSA Bangladesh)","House-2/1-A, Block-G, Lalmatia, Dhaka Tel: 8100437 ","3119   ","18-Dec-17   ","   ","18-Dec-27   ","Dhaka   ","Switzerland   ","   ","local"
"2277",2277,"Tabibur Rashed Chowdhury Health & Education","26/1 West Malibagh, Dhaka. Phone: 8356135 ","2783  ","16-Apr-13  ","16-Apr-18  ","16-Apr-28  ","Dhaka  ","Bangladesh  ","  ","local"
"2278",2278,"Tact for Rural Development   ","Captain Halim Chowdhury Road, Holding No-6/2, South Setu, Manikganj Phone: 01716-225220","2853   ","20-Mar-14   ","   ","20-Mar-19   ","Manikganj   ","Bangladesh   ","   ","local"
"2279",2279,"Takaful Charity Society  ","Three Star Plaza (2nd Floor), Court Road, Chowmuhoni, Moulvi Bazar.","2342  ","23-Apr-08  ","  ","23-Apr-13  ","MoulaviBazar  ","Bangladesh  ","  ","local"
"2280",2280,"Tamanna Foundation  ","60/E, Dewan Manjil, Purana Paltan, Dhaka Phone: 95655393, 9570953","1766  ","28-Nov-02  ","  ","28-Nov-07  ","Dhaka  ","Bangladesh  ","  ","local"
"2281",2281,"Tangail Disabled Peoples Organization to Development (Tangail_DPOD)","Vill: Shahanshagonj, Shahansha gonj Bazar, Tangail Phone:01716-484275, 01713- 196027","2457   ","11-Jun-09   ","11-Jun-14   ","11-Jun-19   ","Tangail   ","Bangladesh   ","   ","local"
"2282",2282,"Tangail Protibandhi Unnayan Sangstha ","Shahan Shah Bazar, Salimpur, Sadar, Tangail Phone: 01711-514492","1611  ","18-Jan-01  ","18-Jan-06  ","18-Jan-11  ","Tangail  ","Bangladesh  ","  ","local"
"2283",2283,"Tangail Rural Development Cell (TRDC)","Bhabanipur, P.O. Putizami Bazar, Delduar, Tangail","607 ","16-Mar-92 ","16-Mar-07 ","16-Mar-12 ","Tangail ","Bangladesh "," ","local"
"2284",2284,"Tangail Samaj Unnayan Sangstha ","East Adalatpara, Dhaka Road, Tangail Phone : 53646","729  ","7-Jul-93  ","7-Jul-03  ","7-Jul-08  ","Tangail  ","Bangladesh  ","  ","local"
"2285",2285,"Taraf Sartaj Shanti Shangha ","Vill. Taraf Sartaj, P.O: Gabtali, Bogra Phone: 01725-084574","385  ","3-Dec-90  ","3-Dec-00  ","3-Dec-05  ","Bogra  ","Bangladesh  ","  ","local"
"2286",2286,"TARANGO (Training Assistance & Rural Advancement Non- Government Org.) ","282/2, Prothom Kaloni, Mazar Road, Mirpur # 1, Dhaka Phone : 8014341, 8020369 Fax: 8015314 www.tarango-bd.org","784    ","7-Dec-93    ","7-Dec-18    ","7-Dec-28    ","Dhaka    ","Bangladesh    ","    ","local"
"2287",2287,"Tarango Development Organization ","Vill.: Ekurkuri, Post: Shantahar, Dist.: Naogaon. Phone: 01714-256159","2437  ","14-May-09  ","14-May-14  ","14-May-19  ","Naogaon  ","Bangladesh  ","  ","local"
"2288",2288,"Taroom Development Organization (TDO)  ","Vill & PO: Rangapani, PS: Kotwali, Dist: Rangamati Hill Tracts Phone: 0351-62517","1845   ","21-Jun-03   ","21-Jun-13   ","21-Jun-18   ","Rangamati   ","Bangladesh   ","   ","local"
"2289",2289,"Tatuakandi Manab Kallyan Sangstha  ","Village+Post: Salimabad, Upazila: Bancharampur, Dist: Brahmanbaria, Mob: 01720173245","3158   ","15-Jul-18   ","   ","15-Jul-28   ","Brahmanbaria   ","Bangladesh   ","   ","local"
"2290",2290,"Tauri Foundation   ","House-6/9, Block-E, Lalmatia, Dhaka. Phone: 01523-48087, 01711- 272607","2283   ","30-Oct-07   ","30-Oct-17   ","30-Oct-27   ","Dhaka   ","Bangladesh   ","   ","local"
"2291",2291,"Teach for Bangladesh ","Road-79, House-1/C, Flat-B- 502, Gulshan-2, Dhaka.","2868 ","23-Jun-14 "," ","23-Jun-19 ","Dhaka ","USA "," ","local"
"2292",2292,"Tear Fund  ","House-196, Lane-DOHS, Baridhara, Dhaka Phone: 01711-379056","3000  ","31-Jan-16  ","  ","31-Jan-21  ","Dhaka  ","UK  ","  ","local"
"2293",2293,"Technical Assistance for Rural Development (TARD) ","D-60/1, Talbag, Savar, Dhaka- 1340 Phone: 01714132632","131  ","22-Nov-82  ","15-May-15  ","15-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"2294",2294,"Techno Dia  ","160/2, Azimpur Road (G. Floor), Dhaka. Phone: 8614487, 01715-131154","973  ","10-Oct-95  ","10-Oct-05  ","10-Oct-10  ","Dhaka  ","Bangladesh  ","  ","local"
"2295",2295,"Technological Assistance For Rural Advancement (TARA) ","1, Purbachal parishad, UttarPurba Badda, Dhaka. Phone: 8851405, 01712-068860 Fax: 885-1406, 0666-2629409","1454   ","7-Dec-99   ","7-Dec-07   ","7-Dec-12   ","Dhaka   ","Bangladesh   ","   ","local"
"2296",2296,"Technologies for Development  ","55/A, Bldg. 4, House-04, Kalabagan, Dhaka-1205 Phone: 9142867 ","1754   ","28-Oct-02   ","28-Oct-12   ","28-Oct-17   ","Dhaka   ","Bangladesh   ","Cancelled on 29/07/2010, Revived on 14/09/2011","local"
"2297",2297,"Terre des Homes Foundation-Italy   ","House-3B, Road-84, Gulshan- 02, Dhaka-1212 Phone: 8818895,Fax: 9887435, 01711-548742 E-mail: dhaka@tdhitaly.org","1561    ","30-Aug-00    ","30-Aug-15    ","30-Aug-20    ","Dhaka    ","Italy    ","    ","local"
"2298",2298,"Terre-Des-Homes (Netherlands)  ","House-18B (New), 670/A (Old), Road-11 (New), 32 (Old), dhanmondi R/A, Dhaka Phone: 8130999","40   ","22-Apr-81   ","15-May-15   ","15-May-20   ","Dhaka   ","Netherlands   ","   ","local"
"2299",2299,"Terre-Des-Homes Foundation (Swiss)  ","House-141, Road-04, Block-A, Apt. A5, Banani, Dhaka. Phone: 8835114, Fax: 8835115 www.tdh.ch","32   ","22-Apr-81   ","15-May-15   ","15-May-20   ","Dhaka   ","Switzerland   ","   ","local"
"2300",2300,"Thanapara Swallows Development Society    ","Tnanapara, P.O: Shardha, Dist: Rajshahi Phone : 07223-56029, 01718- 21173 Fax: 07223-56067 www.thanapara.swallows.org","1671     ","17-Sep-01     ","17-Sep-11     ","17-Sep-16     ","Rajshahi     ","Bangladesh     ","     ","local"
"2301",2301,"The Blue Sky Charitable Foundation ","Hasan Court, 23/1, Motijheel, Dhaka Phone: 01857888444","3147  ","8-May-18  ","  ","8-May-28  ","Dhaka  ","Bangladesh  ","  ","local"
"2302",2302,"The Carter Center   ","Apartment-4C, House-7, Road- 33, Gulshan Model Town, Dhaka Mob: 01793592750","3216   ","1-Sep-19   ","   ","1-Sep-29   ","Dhaka   ","USA   ","   ","local"
"2303",2303,"The Centers for International Programs, Inc. ","House-338, Road-24, New DOHS, Mohakhali, Dhaka. Phone: 8833505, Fax: 8833505","2497  ","14-Oct-09  ","  ","14-Oct-14  ","Dhaka  ","USA  ","  ","local"
