num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
,Services (SDS),"Panchbibi, Dist: Joypurhat.",,,,,,,
2084,Social Development,"Munni Nibash, North Alekanda,",335,9-Jan-90,9-Jan-10,9-Jan-15,Barisal,Bangladesh,
,Society (SDS),"Barisal City, Barisal.",,,,,,,
,,Phone: 0431-2173852,,,,,,,
2085,Social Edification of,"House-146/3, Khanjahan Ali",1646,10-Jun-01,10-Jun-16,10-Jun-26,Khulna,Bangladesh,
,Benign Acimilation,"Road, Khulna-9100",,,,,,,
,Society(SEBA),Phone: 041-720158,,,,,,,
2086,Social Environment and,"Sher-e-Bangla Road,",1800,24-Feb-03,20-Feb-08,20-Feb-13,Barisal,Bangladesh,Cancelled on
,Rural Development,"Matullabad, Barisal-8205",,,,,,,"15/06/2010,"
,Organisation (SERDO),Phone:01711-939874,,,,,,,Revived on
,,,,,,,,,4/5/2011
2087,Social Equality for,"House-503/1, New Ward No.-",2274,27-Sep-07,27-Sep-17,27-Sep-27,Rangpur,Bangladesh,
,Effective Development,"04, Kakrul Road, Rangpur-5400",,,,,,,
,(SEED),Phone: 0521-52360,,,,,,,
2088,Social Health and,"33, Senpara Parbata, Mirpur,",134,23-Nov-82,15-May-15,15-May-20,Dhaka,Bangladesh,
,Education Development,"Section # 10, Dhaka",,,,,,,
,Board (SHED-Board),"Phone :9020682, Fax: 9005842",,,,,,,
,,www.shedboard.org,,,,,,,
2089,Social Initiative for Human,"Isapuri Lodge, Mymensing",2356,14-May-08,,14-May-13,Tangail,Bangladesh,
,Development,"Road, (Old Bus stand), Tangail-",,,,,,,
,,1900,,,,,,,
,,"Phone: 0921-54731, Fax: 0921-",,,,,,,
,,545118,,,,,,,
2090,Social Institute,"Plot 1/A, Block-D, Arifabad",371,3-Mar-90,3-Mar-95,3-Mar-00,Dhaka,Bangladesh,
,,"Housing Society, Pallabi",,,,,,,
,,"Extension, Dhaka.",,,,,,,
,,Phone : 0171-527421,,,,,,,
2091,Social Motivatin Service,"Sujalpur, Birganj, Dinajpur",3013,29-Feb-16,,28-Feb-21,Dinajpur,Bangladesh,
,(SMS),Phone: 01741702390,,,,,,,
2092,Social Organization for,"Aricha Ghat, Shibaloy,",1662,20-Feb-06,,20-Feb-11,Manikganj,Bangladesh,
,Develoment of Abandoned,Manikgong,,,,,,,
,Children (SODAC),,,,,,,,
2093,Social Organization for Life,"Vill.+Post: Chowgacha, Dist.:",2192,24-Jan-07,,24-Jan-12,Jessore,Bangladesh,
,& Creation (SOLC),Jessore-7400,,,,,,,
2094,Social Organization for,"Joyra College Road, Manikgonj.",2227,25-Apr-07,,25-Apr-12,Manikganj,Bangladesh,
,Rural Development,,,,,,,,
,(SORD),,,,,,,,
2095,Social Outreach Program,"12/25 Sir Syed Road, Block-A,",968,11-Sep-95,11-Sep-10,11-Sep-15,Dhaka,Bangladesh,
,For Development,"Mohammadpur, Dhaka.",,,,,,,
,,Phone : 8123155,,,,,,,
2096,Social Progress Services,"101 Bottola, Sherpur Sadar,",513,7-Aug-91,7-Aug-16,7-Aug-26,Sherpur,Bangladesh,Cancelled on
,(SPS),Sherpur.,,,,,,,"27/06/2010,"
,,Phone: 01711-176775,,,,,,,Revived on
,,,,,,,,,30/05/2013
2097,Social Prosperity by Native,"64/23 Aurjun Das, Agorwala",2295,18-Dec-07,,18-Dec-12,Kustia,Bangladesh,
,Organization (SOPNO),"Road, Courtpara, Kustia.",,,,,,,
2098,Social Reconstruction,"297, Kazipara, Kathaltola Road,",2575,20-May-10,,20-May-15,Jessore,Bangladesh,
,Action,Jessore.,,,,,,,
,,Phone: 0421-66853,,,,,,,
2099,Social Service Society,"Vill: Kamarjuri, PO: National",2888,25-Aug-14,,25-Aug-19,Gazipur,Bangladesh,
,,"University, Gazipur.",,,,,,,
,,Phone: 01839-958760,,,,,,,
2100,Social Support,"724, West Shewrapara, Mirpur,",3215,7-Aug-19,,7-Aug-29,Dhaka,Bangladesh,
,Organization (SSO),Dhaka-1216.,,,,,,,
,,Mob: 01711050651,,,,,,,
2101,Social Un-obstructive Help,"25/1, Issha Kha Road,",2578,23-May-10,,23-May-15,Narayanganj,Bangladesh,
,Association (SUHA),"Nagorkhanpur, Narayanganj-",,,,,,,
,,1400,,,,,,,
,,Phone: 7643517,,,,,,,
2102,Social Upliftment Society,"76/A, Uttarpara, P.S: Savar,",1094,2-Nov-96,2-Nov-16,2-Nov-21,Dhaka,Bangladesh,
,(SUS),Dhaka-1340,,,,,,,
,,"Phone: 7746299, 01715022673",,,,,,,
,,www.bangladeshngo.com/ngo/s,,,,,,,
,,us,,,,,,,
2103,Social Welfare,"Staff Quarter More, Circuit",1954,5-Sep-04,5-Sep-14,5-Sep-19,Jhenaidah,Bangladesh,Cancelled on
,Advancement Committee,"House Road, Chaklapara,",,,,,,,"27/06/2010,"
,(SWACO),Jhenidah-7300,,,,,,,Revived on
,,,,,,,,,1/2/2011
,,Phone: 0451-61747,,,,,,,
2104,Social Welfare Association,"93, Senpara Parbata, Mirpur-10,",2070,14-Feb-06,,14-Feb-11,Dhaka,Bangladesh,
,for Total Community,Dhaka.,,,,,,,
2105,Social Welfare,"40, Mujgunni Dakhinpara Road,",1425,16-Sep-99,16-Sep-09,16-Sep-14,Khulna,Bangladesh,
,Improvement Trust (SWIT),Khulna,,,,,,,
2106,Social Women,Dhupchachia (Near forest,1624,11-Mar-01,11-Mar-16,11-Mar-21,Bogra,Bangladesh,
,Organisation for Village,"Office), Bogra-5880",,,,,,,
,Advancement (SWOVA),Phone : 03754-001336,,,,,,,
2107,Social Work for Awarness,"9/25 (3rd Floor), Block-C,",1734,3-Aug-04,3-Aug-14,3-Aug-19,Dhaka,Bangladesh,
,Development Environment,"Humayun Road,",,,,,,,
,& Social Health,"Mohammadpur, Dhaka-1207",,,,,,,
,(SWADESH),Phone: 01711-561656,,,,,,,
2108,Society Development,"PTI Road, Patuakhali",2896,14-Oct-14,,14-Oct-19,Patuakhali,Bangladesh,
,Agency,Phone: 01712-103394,,,,,,,
2109,Society Development,"Zaman Monjil, Road-01,",533,26-Sep-91,16-Sep-16,16-Sep-21,Faridpur,Bangladesh,
,Committee,"Goalchamot, Faridpur.",,,,,,,
,,Phone: 0631-65854,,,,,,,
,,www.sdcbd.org,,,,,,,
2110,Society Development,Mukto Bangla Shoping,3166,23-Oct-18,,23-Oct-28,Dhaka,Bangladesh,
,Organization,"Complex, Level-4, Office No.-",,,,,,,
,,"212, Mirpur-1, Dhaka-1216",,,,,,,
,,Mob: 01735985023,,,,,,,
2111,Society Exhort Relation,"Mecca Tower, House-98, Road-",2195,18-Feb-07,18-Feb-12,18-Feb-17,Dhaka,Bangladesh,
,and Vocational Education,"12, Sector-10, Uttara Model",,,,,,,
,(SERVE),"Towen, Dhaka",,,,,,,
,,Phone: 8961826,,,,,,,
,,www.servebangladesh.org,,,,,,,
2112,Society for Action,"40/D, Dilu Road, (1st Fl.) New",459,10-Apr-91,10-Apr-11,10-Apr-16,Dhaka,Bangladesh,
,Research & Development,"Eskaton, Dhaka-1000",,,,,,,
,(SARD),Phone : 9345068,,,,,,,
2113,Society for Advancement,"32/2, Azimpur, Lalbag, Dhaka.",2710,18-Jun-12,,18-Jun-17,Dhaka,Bangladesh,
,in Education and Training,Phone: 01711-452231,,,,,,,
2114,Society for Advancement,"House-03, Road-8A, Nikunjo-1,",750,18-Sep-93,18-Sep-18,18-Sep-28,Dhaka,Bangladesh,Cancelled on
,of Rural Area,"Khilkhet, Dhaka-1209",,,,,,,"25/07/2010,"
,,"Phone: 8900500, Fax: 9851124",,,,,,,Revived on
,,,,,,,,,10/2/2011
2115,Society for Alleviation of,Sonali Bank Bhaban (1st East,2084,27-Mar-06,27-Mar-16,27-Mar-21,Shariatpur,Bangladesh,
,Rural Poverty (SARP),"Fl.), Goshair Hat, Shariatpur.",,,,,,,
,,"Phone: 0602475086,",,,,,,,
,,1712086106,,,,,,,
2116,Society for Assistance to,"BCPS Campus, Mohakhali,",398,22-Oct-90,22-Oct-15,22-Oct-20,Dhaka,Bangladesh,
,Hearing Impaired Children,Dhaka - 1212,,,,,,,
,(SAHIC),"Phone : 8822007, 9881535",,,,,,,
,,www.sahicbd.org,,,,,,,
2117,Society for Awareness &,"House-9, Road-19, Rupnagar",2491,13-Oct-09,13-Oct-14,13-Oct-19,Dhaka,Bangladesh,
,Development of Disabled,"R/A, Pallabi, Mirpur, Dhaka-1216",,,,,,,
,,Phone: 01714-072642,,,,,,,
2118,Society for Biodiversity,"Hazi Mansion (1st Floor), Bridge",2486,4-Oct-09,4-Oct-14,4-Oct-19,Sherpur,Bangladesh,
,Conservation (SBC),"Par, PO & UZ: Jhinaigati, Dist:",,,,,,,
,,Sherpur-2100,,,,,,,
2119,Society for Bright Social,"68/5/1, South Mugdha Para,",2584,24-Jun-10,24-Jun-15,24-Jun-20,Dhaka,Bangladesh,
,Services,Dhaka-1214,,,,,,,
,,Phone: 01817-549700,,,,,,,
,,www.brightysocial.org,,,,,,,
2120,Society for Development,"House-2/4, Block-C, Shahjahan",937,25-May-95,25-May-15,25-May-20,Dhaka,Bangladesh,
,Initiatives (SDI),"Road, Mohammadpur, Dhaka-",,,,,,,
,,1217,,,,,,,
,,"Phone: 9122210, Fax: 9145381",,,,,,,
2121,Society for Economic &,"Road-23, House-B165, DOHS",232,30-Aug-87,30-Aug-12,30-Aug-17,Dhaka,Bangladesh,
,Basic Advancement,"Mohakhali, Dhaka-1212",,,,,,,
,"(SEBA), The",Phone: 8825909,,,,,,,
,,www.seba-bd.org,,,,,,,
2122,Society for Economic &,"152/2-I, Green Road, pathopath,",2902,18-Oct-14,,18-Oct-19,Dhaka,Bangladesh,
,Environmental,Dhaka,,,,,,,
,Development (SEED),Phone: 01713-029292,,,,,,,
2123,Society for Education &,"House-3/2, North Road (Bhuter",164,18-Apr-84,15-May-15,15-May-20,Dhaka,Bangladesh,
,Care of Hearing Impaired,"Goli), dhanmondi Dhaka-1209",,,,,,,
,Children of Bangladesh,Phone: 9119535,,,,,,,
2124,Society for Education in,"House-10/A, Road-25/A, Block-",930,19-Apr-95,19-Apr-05,19-Apr-10,Dhaka,Bangladesh,
,Theatre,"A, Banani, Dhaka.",,,,,,,
,,"Phone: 8832278, Fax: 8811664",,,,,,,
2125,Society for Education of,"9/6, Lalmatia, Block-B (1st",2042,25-Oct-05,,25-Oct-10,Dhaka,Bangladesh,
,"the Intelectually Disabled,","Floor), Dhaka-1207.",,,,,,,
,Bangladesh,Phone: 9131791,,,,,,,
2126,"Society for Empowerment,","118/1 (2nd Floor), Wareless",2577,20-May-10,,20-May-15,Dhaka,Bangladesh,
,Education and,"Gate, Mohakhali, Dhaka-1212",,,,,,,
,Development,www.seed.org.bd,,,,,,,
2127,Society for Environmennt,"1/1 Pallabi (5th Floor), Mirpur,",839,23-Jun-94,23-Jun-14,23-Jun-19,Dhaka,Bangladesh,
,& Human Development,Dhaka-1216,,,,,,,
,(SEHD),"Phone: 9026636, Fax: 8060828",,,,,,,
2128,Society for Environment &,Post + Upazila: Palong Sadar,2066,31-Jan-06,31-Jan-11,31-Jan-16,Shariatpur,Bangladesh,
,Development Observer,"Road, Dist: Shariatpur-8000",,,,,,,
,(SDO),Phone: 01818-355824,,,,,,,
2129,Society for Health,"ICDDRB Campus, Main Road,",408,14-Nov-90,14-Nov-15,14-Nov-20,Cox'sBazar,Bangladesh,
,Extension & Development,"Teknaf Pourasava, Teknaf,",,,,,,,
,(SHED),Coxsbazar,,,,,,,
,,Phone: 0342675144,,,,,,,
2130,Society for Idea in rural,"23/9, Khilji Road, Shamoli,",2291,27-Nov-07,27-Nov-12,27-Nov-17,Dhaka,Bangladesh,
,and Social Development,"Mohammadpur, Dhaka.",,,,,,,
,,Phone: 9139303,,,,,,,
2131,Society for Integrated,North Kalindipur (Opposite of,1348,14-Feb-99,14-Feb-14,14-Feb-19,Rangamati,Bangladesh,
,Women Progress (SIWP),"Rani Doyamoyee High School),",,,,,,,
,,Residence of Mr.Kushal Dewan,,,,,,,
,,"(1st Floor), Rangamati Hill",,,,,,,
,,District.,,,,,,,
,,Phone: 0351-62716,,,,,,,
2132,Society for International,4/14 Humayun Road,105,3-Sep-81,15-May-15,15-May-20,Dhaka,Canada,
,Ministries (SIM),"Mohammadpur, Dhaka.",,,,,,,
,,Phone: 04478005870,,,,,,,
2133,Society for Lowest Urban,"6638 East Vatara, Badda,",2398,7-Jan-09,7-Jan-14,7-Jan-19,Dhaka,Bangladesh,
,Mass,"Gulshan, Dhaka-1212",,,,,,,
2134,Society for Participatory,"Room-20, Al-Farid Super",2424,2-Apr-09,2-Apr-14,2-Apr-19,Dhaka,Bangladesh,
,Action & Reflection,"Market, 107, Green Road,",,,,,,,
,,"Farmgate, Dhaka.",,,,,,,
,,Phone: 9110227,,,,,,,
2135,Society for Participatory,"16, Shah Amanat City",2714,27-Jun-12,27-Jun-17,27-Jun-27,Chittagong,Bangladesh,
,Economic Social,"Corporation, Chittagong",,,,,,,
,Development,Phone: 01818-026397,,,,,,,
2136,Society for Participatory,"House-75, Block-B, Road-06,",2566,28-Apr-10,28-Apr-15,28-Apr-20,Dhaka,Bangladesh,
,Education and,"Monsurabad R/A, Adabor,",,,,,,,
,Development (SPED),"Mohammadpur, Dhaka.",,,,,,,
,,"Phone: 01716-440532, 819-",,,,,,,
,,386,,,,,,,
2137,Society for People's Action,"House-695/A,Road-11, Baitul",2085,28-Mar-06,28-Mar-16,28-Mar-21,Dhaka,Bangladesh,
,in Change Equity (SPACE),"Aman Housing Society, Adabor,",,,,,,,
,,Dhaka-1207,,,,,,,
,,Phone: 9138772,,,,,,,
,,www. Spacebangladesh.org,,,,,,,
2138,Society for Peoples,"Chand Masjid Road, Rasulpur,",1744,7-Oct-02,7-Oct-17,7-Oct-27,Dhaka,Bangladesh,
,Advancement (SPA),"Ashrafabad, Kamrangir Char,",,,,,,,
,,Dhaka.,,,,,,,
,,Phone : 8621677,,,,,,,
,,www.spabd.org,,,,,,,
2139,Society for Peoples,"170 Shayan Babu Lane, Gora",1718,8-Jun-02,8-Jun-17,8-Jun-27,Barisal,Bangladesh,
,Education Empowerment,"Chand Das Road, Barisal-8200",,,,,,,
,and Development Trust,Phone: 0431-61687,,,,,,,
,,www.speedtrust.org,,,,,,,
2140,Society for Peoples,"75-76 Rahabar Tower, Janata",2746,14-Nov-12,14-Nov-17,14-Nov-27,Dhaka,Bangladesh,
,Initiative,"Housing Cooperative Society,",,,,,,,
,,"Adabor, Dhaka.",,,,,,,
,,Phone: 01715-009796,,,,,,,
2141,Society for Project,"82/9, North Jatrabari, Dhaka-",2014,10-Mar-05,10-Mar-15,10-Mar-20,Dhaka,Bangladesh,
,Implementation Research,1204,,,,,,,
,& Evaluation(SPIRE),Phone: 7544812,,,,,,,
2142,Society for Promotion of,"Baliaaree (5th Floor), House-30,",1783,1-Jun-03,,1-Jun-08,Dhaka,Bangladesh,
,Bangladesh Art,"Road-130, Gulshan, Dhaka.",,,,,,,
2143,Society for Rehabilitation,"K-36, Block-E, Kazi Nazrul",3057,14-Dec-16,,14-Dec-21,Dhaka,Bangladesh,
,of Autistic Children (SRAC),"Islam Road, Mohammadpur,",,,,,,,
,,Dhaka,,,,,,,
,,Phone: 01721599288,,,,,,,
2144,Society for Rehabilitation,"1/8, Block-E, Lalmatia, Dhaka.",1161,11-Jun-97,11-Jun-17,11-Jun-27,Dhaka,Bangladesh,
,of Burn Victims (SRBV),Phone: 9124436,,,,,,,
2145,"Society for Research,","763/2-A, Flat-2F, Munipur,",2123,13-Aug-06,,13-Aug-11,Dhaka,Bangladesh,
,Disability and,"Mirpur-2, Dhaka.",,,,,,,
,Development (SRDD),,,,,,,,
2146,Society for Rural Women,"9/6 Uttar Pirear Bag, Mirpur,",2502,26-Oct-09,,26-Oct-14,Dhaka,Bangladesh,
,& Child Development,Dhaka-1216,,,,,,,
,,Phone: 01711-806151,,,,,,,
2147,Society for Social,"Ovizan-222, Ss Academy Road,",2507,4-Nov-09,4-Nov-14,4-Nov-19,Gazipur,Bangladesh,
,Advancement of Rural,"Madhya Aouchpara, Tongi,",,,,,,,
,People,Gazipur.,,,,,,,
,,Phone: 7214964,,,,,,,
2148,Society for Social Services,"House-6/1, Block-A, Lalmatia,",345,28-Jan-90,30-Jan-15,30-Jan-20,Tangail,Bangladesh,
,(SSS),"Mohammadpur, Dhaka-1207",,,,,,,
2149,Society for Sustainable,"House-20, Block-C, Eastern",2432,30-Apr-09,30-Apr-19,30-Apr-29,Dhaka,Bangladesh,
,Development for the Rural,"Housing, Pallabi, Mirpur, Dhaka.",,,,,,,
,& Urban Area,"Phone: 01712-650662, 0192-",,,,,,,
,,235939,,,,,,,
2150,Society for Sylhet,"Nobarun-231, Uposhahor Road,",3040,5-Oct-16,,5-Oct-21,Sylhet,Bangladesh,
,Resources Advancement,"Shibganj, Sylhet.",,,,,,,
,Community,Phone: 01712319280,,,,,,,
2151,Society for the Eradication,"Aziz Super Market, Room-63",1371,13-Apr-99,13-Apr-04,13-Apr-09,Dhaka,Bangladesh,
,"of Illiteracy,Poverty,","(3rd Floor), Shahbag, Dhaka",,,,,,,
,enemployment and,Phone: 01712-001126,,,,,,,
,Pollution (SEIPAP),,,,,,,,
2152,Society for the Project,"8/3, Segunbagicha, Ramna,",195,23-Jan-86,23-Jan-16,23-Jan-21,Dhaka,Bangladesh,
,Implementation Research,Dhaka,,,,,,,
,Evaluation & Training,Phone : 9559295,,,,,,,
,(SOPIRET),,,,,,,,
2153,Society for the Promotion,"Amjupi Bazar, Amjupi, Meherpur",1765,27-Nov-02,27-Nov-17,27-Nov-27,Meherpur,Bangladesh,
,of Human Rights (SPHR),Phone: 01733-928545,,,,,,,
2154,Society for the Welfare of,"70/Ka, Pisciculture, Shyamoli,",2354,11-May-08,11-May-13,11-May-18,Dhaka,Bangladesh,
,Autistic Children (SWAC),Dhaka-1207.,,,,,,,
,,"Phone: 02-58150565, Cell: 88",,,,,,,
,,1711632861,,,,,,,
,,"email: info@autism-swacbd.org,",,,,,,,
,,www.autism-swacbd.org,,,,,,,
,,https://www.facebook.com/autis,,,,,,,
,,mswac,,,,,,,
,,www.swacbd.blogspot.com,,,,,,,
2155,Society for the Welfare of,"4/A, Eskaton Garden, Dhaka.",125,20-Oct-82,15-May-15,15-May-20,Dhaka,Bangladesh,
,the Intelectually Disabled-,"Phone : 9334009, Fax: 8319438",,,,,,,
,Bangladesh (SWID-B),www.swidbd.wordpress.com,,,,,,,
2156,Society for Training and,"Purbopara, P.O:Gachapara,",1796,18-Feb-03,18-Feb-13,18-Feb-18,Gopalganj,Bangladesh,
,Rehabilitation (STAR),"Thana: Kotalipara, Gopalganj",,,,,,,
,,Phone: 01711-021392,,,,,,,
2157,Society for Uddog,"Kanchan Road, Gashipara,",3028,20-Jun-16,,20-Jun-21,Dinajpur,Bangladesh,
,,Dinajpur,,,,,,,
,,Phone: 0531-61883,,,,,,,
2158,Society for Under,"475, Nayatola, Magbazar, Dhaka",468,5-May-91,5-May-16,5-May-21,Dhaka,Bangladesh,
,Privileged Families (SUF),"Phone : 9338637, 9358326",,,,,,,
,,www.sufbd.org,,,,,,,
2159,Society for Urban & Rural,"5/A, New Circular Road, Raypur",736,31-Jul-93,31-Jul-18,31-Jul-28,Dhaka,Bangladesh,
,Advancement Committee,"House (1st Floor), Malibagh,",,,,,,,
,(SURA),Dhaka-1217.,,,,,,,
,,Phone : 9352996,,,,,,,
2160,Society for Urban and,"6/I, Aziz Co-operative Housing,",1259,28-Apr-98,28-Apr-18,28-Apr-28,Comilla,Bangladesh,
,Rural Human Integrated,"Shahabagh Avenue, Dhaka-",,,,,,,
,Development (SURHID),1000,,,,,,,
,,Phone: 01715006933,,,,,,,
2161,Society for Voluntary,"58 Sahortoli Sarka, Adarsa",2699,22-May-12,,22-May-17,Jhenaidah,Bangladesh,
,Activities,"Para, Jhenaidah.",,,,,,,
2162,Society of Justice,"House-LA-56, Badda Post",2300,15-Jan-08,,15-Jan-13,Dhaka,Bangladesh,
,,"Office Road, Gulshan, Dhaka.",,,,,,,
2163,Society of Poor and,"28/A, Kakrail, Dhaka",1738,19-Sep-02,,19-Sep-07,Dhaka,Bangladesh,
,Helpless,Phone : 9336461,,,,,,,
2164,Society of Social and,"House-24, Road-08, Sector-06,",760,25-Oct-93,25-Oct-13,25-Oct-18,Dhaka,Kuwait,
,Technological Support,"Uttara, Dhaka.",,,,,,,
,,Phone: 8915338,,,,,,,
,,www.ssrbd.org,,,,,,,
2165,Socio Economic &,"5/Kha, Hory Kishore Roy Road,",2324,24-Mar-08,24-Mar-18,24-Mar-28,Mymensingh,Bangladesh,
,Environment Development,Mymensingh,,,,,,,
,Society,Phone: 01713-587020,,,,,,,
2166,Socio Economic & Rural,"Choadunga Hospital Road,",2666,22-Nov-11,,22-Nov-16,Chuadanga,Bangladesh,
,Advancement Committee,Choadanga,,,,,,,
,(SERAC),Phone: 04247680417,,,,,,,
2167,Socio Economic Bucking,"Biswas Betka, Mymensingh",1931,11-May-04,11-May-14,11-May-19,Tangail,Bangladesh,
,Association-Seba,"Road, Tangail",,,,,,,
,,Phone: 0921-62988,,,,,,,
,,www.seba-bd.com,,,,,,,
2168,Socio Economic,"Shahid Rafique Sarany, PS:",1620,15-Feb-01,15-Feb-11,15-Feb-16,Manikganj,Bangladesh,
,Development Action,"Singair, Dist: Manikganj.",,,,,,,
,Programme (SEDAP),Phone: 0651-71081,,,,,,,
2169,Socio Economic,"Shamsernagor Road,",2661,20-Oct-11,20-Oct-16,20-Oct-21,Moulavibazar,Bangladesh,
,Development Allaince,Moulavibazar,,,,,,,
,(SIDA),"Phone: 01552-419367, 01756-",,,,,,,
,,115715,,,,,,,
,,www.sedabd.org,,,,,,,
2170,Socio Economic,"269, HSS Road (Modern Para),",1578,23-Oct-00,23-Oct-10,23-Oct-15,Jhenaidah,Bangladesh,
,Development Assisting,"PO Box-07, Jhenidah-7300",,,,,,,
,Center (SEDAC),Phone: 01711-888011,,,,,,,
2171,Socio Economic,"House-205(1st Floor), Road-08,",2977,29-Oct-15,,29-Oct-20,Khulna,Bangladesh,
,Development Organization,"Sonadanga (1st Phase), Khulna.",,,,,,,
,for the Poor (SEDOP),Phone: 01711-056108,,,,,,,
2172,Socio Economic,"Swapna Neer, Vill- Motipur, PO:",2609,8-Nov-10,8-Nov-15,8-Nov-20,Noakhali,Bangladesh,
,Development Programme,"Sonapur, PS: Noakhali, Dist:",,,,,,,
,,Noakhali.,,,,,,,
,,"Phone: 01199-089384, 0321-",,,,,,,
,,63035,,,,,,,
2173,Socio Economic,College Road High School,2735,4-Oct-12,4-Oct-17,4-Oct-27,Jamalpur,Bangladesh,
,Environmental,"More, PO: & Dist: Jamalpur.",,,,,,,
,Development Organization,Phone: 019177-11488,,,,,,,
2174,Socio Economic Health,"131 Bhai Bhai Cottage, 33",2709,17-Jun-12,17-Jun-17,17-Jun-27,Jhenaidah,Bangladesh,
,Education Organization,"Circular House Road, Jhenaidah",,,,,,,
,,Phone: 01712-212629,,,,,,,
2175,Socio Economic Welfare,"House-Town Bari Road, West",2119,6-Aug-06,,6-Aug-11,MoulaviBazar,Bangladesh,
,Activities (SEWA),"Bazar, Vill.:+Post:",,,,,,,
,,"Shamshernagar (3223), Thana:",,,,,,,
,,"Kamagonj, Dist.: MoulviBazar.",,,,,,,
2176,Socio Health and,"Kajipur Road, Fokirtola,",1805,11-Mar-03,11-Mar-13,11-Mar-18,Sirajganj,Bangladesh,
,Rehabilitation Programme,"Khokshabari, Sirajganj",,,,,,,
,(SHARP),Phone: 0751-64312,,,,,,,
2177,Socio-Economic and Rural,"House-656, Kailaty Road,",2089,17-Apr-06,17-Apr-16,17-Apr-21,Netrakona,Bangladesh,
,Advancement Association,"Kurpar, Netrokona-2400",,,,,,,
,(SERA),Phone: 0951-62542,,,,,,,
,,www.seraanetra.org,,,,,,,
2178,Socio-Economic,"House-403 (2nd floor), Road-",735,31-Jul-93,31-Jul-08,31-Jul-13,Dhaka,Bangladesh,
,Development Agency of,"29, New DOHS, Mohakhali,",,,,,,,
,Bangladesh (SEDAB),Dhaka,,,,,,,
,,"Phone : 8714134, 8714189,",,,,,,,
,,8714582,,,,,,,
2179,Socio-Economic,"BSCIC Shilpa Nagari,",1549,17-Jul-00,17-May-05,17-May-10,Mymensingh,Bangladesh,
,Development Association,Mymensingh,,,,,,,
,(SEDA),,,,,,,,
2180,Socio-Economic,"Liakat Bhaban, B-4 (3rd Floor),",2204,8-Mar-07,,8-Mar-12,Sylhet,Bangladesh,
,Development Association,"Jallarpar, Sylhet.",,,,,,,
,Bangladesh (SEDA-,,,,,,,,
,Bangladesh),,,,,,,,
2181,Socio-Economic,"Ovizan-182, College Road,",2414,26-Feb-09,26-Feb-14,26-Feb-19,Gazipur,Bangladesh,
,Development Association,"Tongi, Gazipur-1711",,,,,,,
,for Disabled (SEDAD),Phone: 01915-620299,,,,,,,
2182,Sodesh (Society of,"Ray Charan Road, Amtola",2645,16-Jun-11,16-Jun-16,16-Jun-26,Sathkhira,Bangladesh,
,Development & Education,Dist: Satkhira.,,,,,,,
,for Small Household),,,,,,,,
2183,Sohai Bangladesh,"House-01, Road-11/1, Block-B,",2416,1-Mar-09,1-Mar-14,1-Mar-19,Dhaka,Bangladesh,
,,"Section-10, Mirpur, Dhaka.",,,,,,,
,,"Phone: 8022038, 8018065",,,,,,,
,,www.shohai.bd.com,,,,,,,
2184,Sohay,"Khas Villa, 280 Dhakhin Khan,",2200,1-Mar-07,1-Mar-17,1-Mar-27,Dhaka,Bangladesh,
,,"Dhakhin Khan Bazar, Uttara,",,,,,,,
,,Dhaka-1230,,,,,,,
2185,Solidarided Network Asia,"Appartment-A/1 (1st Fl.), Plot-",2827,30-Oct-13,,30-Oct-18,Dhaka,Hangkong,
,,"32 (New), 631 (Old),",,,,,,,
,,"Dhanmondi, Dhaka.",,,,,,,
,,Phone: 01712-187988,,,,,,,
2186,Solidarities International,"House-15, Apartment-502,",2383,5-Aug-08,5-Aug-18,5-Aug-28,Dhaka,France,
,,"Road-124, Gulshan-1, Dhaka-",,,,,,,
,,1212,,,,,,,
,,Phone: 01727-675549,,,,,,,
,,www.solidarites.org,,,,,,,
2187,Solidarity,"New Town, Kurigram.",1173,21-Jul-97,21-Jul-17,21-Jul-27,Kurigram,Bangladesh,
,,"Phone : 0581-61222, 61485",,,,,,,
2188,Solinfo Association,"House-142, Road-12, Block-F,",2087,12-Apr-06,12-Apr-11,12-Apr-16,Dhaka,France,
,,"Banani, Dhaka-1213",,,,,,,
,,Phone: 01726-800870,,,,,,,
,,www.solinfo.asso.fr,,,,,,,
2189,Somaj O Nari Unnayan,"House-3/B (1st floor), Road-02,",1038,15-May-96,,15-May-01,Dhaka,Bangladesh,Cancelled on
,Kendra (SNUK),"Sector-03, Uttara, Dhaka-1230",,,,,,,"23/12/2010,"
,,,,,,,,,Revived on:
,,,,,,,,,14/12/2017
2190,Somaj Unnoyan Karjocrom,"Soyadhangora, New Bogra",2230,8-May-07,8-May-17,8-May-27,Sirajganj,Bangladesh,
,(SUK),"Road, Sirajgonj-6700",,,,,,,
,,Phone: 0751-64391,,,,,,,
2191,Sonakhali Manobkollan,"Sonakhali, Joaria, Tungipara,",3212,23-Jul-19,,23-Jul-29,Gopalganj,Bangladesh,
,Sebasangha,"Gopalganj, Mob: 01718913430",,,,,,,
2192,Sonali Unnayan,"218/9, Begum Rokeya Sarani,",2286,8-Nov-07,8-Nov-17,8-Nov-27,Dhaka,Bangladesh,
,Foundation Bangladesh),"Sher-E-Banglanagar, Dhaka-",,,,,,,
,,1207,,,,,,,
,,Phone: 919889,,,,,,,
