num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
1656,"Salenka Katt Shilpa
Sramik Kalyan Samity","Vill. Salenka, Tangail",242,03-Nov-87,03-Dec-07,03-Dec-12,Tangail,Bangladesh,
1657,Salma Foundation,"Katia, Against Katia Govt. Staff
Quarter, Sathkhira.
Phone: 01785-758559",2995,21-Jan-16,,21-Jan-21,Sathkhira,Bangladesh,
1658,"Salman Shah Manab
Kallyan Sangstha","Flat-C, JJ Tower, Kalabagan,
Dhaka.",1494,06-Mar-00,06-Mar-05,06-Mar-10,Dhaka,Bangladesh,
1659,SALMANS,"Vill. Lakhoonpur, P.O. Suvashoni,
Satkhira",1028,13-Apr-96,13-Apr-11,13-Apr-21,Sathkhira,Bangladesh,
1660,"Salpobitto Paribar
Unnayan Kendra","H-724, Road-10, Baitul Aman
Housing Society, Adabar,
Shyamoly, Dhaka.
Phone : 8116042",1629,09-Apr-01,09-Apr-16,09-Apr-26,Dhaka,Bangladesh,
1661,"Salvation for the
Deserving (SFD)","Vill.: Tum Dakhin, Post: Dalai
Bazar, Upazilla: Singair, Dist.:
Manikgong.",2108,06-Jul-06,,06-Jul-11,Manikganj,Bangladesh,
1662,"Salvation of women
Local Association
(SAWLA)","7/A/1, I/A, Dhaka-1208
Phone: 8154051, 8144200",2150,02-Nov-06,02-Nov-11,02-Nov-16,Dhaka,Bangladesh,
1663,Samadhan,"Keshobpur Bazar, P.O. & Thana:
Keshobpur, Jessore.
Phone: 04226-56549",1155,11-May-97,10-May-17,10-May-27,Jessore,Bangladesh,
1664,Samahar,"House-817 (3rd Fl.), Road-04,
Baitul Aman Housing Society,
Adabar, Dhaka-1207
Phone: 9115530, Fax: 9113867",2310,26-Feb-08,26-Feb-18,26-Feb-28,Lalmonirhat,Bangladesh,
,,,,,,,,,
1665,"Samaj Jagoran O
Unnayan Kendra","Professor Colony, College Road,
Gaibandah-5700
Phone: 01712-532003",2452,02-Jun-09,02-Jun-14,01-Jun-24,Gaibandha,Bangladesh,
1666,"Samaj Kallan
Bahumukhi Unnayan
Sangstha","House-39 (1st Fl.), Road-14, Rajuk
Project, Merul Badda, Dhaka.
Phone: 8819022",2241,10-Jun-07,10-Jun-17,10-Jun-27,Dhaka,Bangladesh,
1667,"Samaj Kalyan O Palli
Unnayan Sangstha","Vill & P.O. Rupsha, Thana
Shibalay, Manikganj
Phone: 01712-570434",472,22-May-91,22-May-11,22-May-16,Manikganj,Bangladesh,
1668,"Samaj Kalyan O
Unnayan Shangstha
(SKUS)","110, Shantinagar, Nilpar Building
(1st Floor), Dhaka.
Phone: 9338519, Fax: 9338519",2061,25-Jan-06,25-Jan-21,25-Jan-31,Dhaka,Bangladesh,
1669,Samaj Kalyan Parishad,"House-22(3rd Floor), Road-15,
(Rabindra Sarani), Sector-07,
Uttara, Dhaka
Phone: 01715-801977",140,10-Apr-83,18-Apr-18,18-Apr-28,Kustia,Bangladesh,
1670,"Samaj O Jati Gathan
(SOJAG)","Vill&PO: Shalan, UZ: Dhamrai. Dist:
Dhaka.
Phone: 01730-038501
www.sojag.org",453,25-Mar-91,25-Mar-16,25-Mar-21,Dhaka,Bangladesh,"Cancelled on
27/06/2010,
Revived on
10/05/2011"
1671,"Samaj Paribartan
Kendra-SPK","40/42, Taherbag, Nawabpur, PS:
Wari, Dhaka-1100
Phone: 7125156, Fax: 9565304",722,30-Jun-93,30-Jun-13,30-Jun-18,Dhaka,Bangladesh,
1672,Samaj Progoti Sangstha,"Razia Niloy, Sarderpara, New
College Road, Post Code # 2000,
Dist. Jamalpur
Phone : 0981-2101",783,11-Nov-93,11-Nov-08,11-Nov-13,Jamalpur,Bangladesh,
1673,Samaj Seba Sangstha,"House-225, Road-15, New DOHS,
Mohakhali, Dhaka-1206",2057,05-Jan-06,05-Jan-21,05-Jan-31,Dhaka,Bangladesh,
1674,"Organization for
Inclusive Development
(OID)","House-141, Road-10, South Bishil,
Mirpur-1, Dhaka-1216",1547,11-Jul-00,11-Jul-15,11-Jul-25,Feni,Bangladesh,"Name
Change On
06.06.2021"
1675,"Samaj Unnayan Kendra
(SUK)","13--A/3-A, Block-B, Babor Road,
Mohammadpur, Dhaka-1207
Phone : 8126913",1359,22-Mar-99,22-Mar-19,22-Mar-29,Dhaka,Bangladesh,
1676,"Samaj Unnayan Palli
Sangstha","Taz Plaza, Krishi Market, Kacha
Bazar, Mohammedpur, Dhaka
Phone: 01728-580991",2900,20-Oct-14,20-Oct-19,20-Oct-29,Dhaka,Bangladesh,
1677,"Samaj Unnayan
Proshikhan Kendra","Kalitola, Dinajpur-5200
Phone: 0531-64654",154,08-Dec-83,15-May-15,15-May-20,Dinajpur,Bangladesh,
1678,"Samaj Unnayan
Proyash","House-10, Road-28, Sector-07,
Uttara, Dhaka.
Phone: 8922174",1230,14-Jan-98,14-Jan-13,14-Jan-23,Jessore,Bangladesh,
1679,Samaj Unnayan Samity,"Tikapara, Thakurgaon
Phone: 01715-614626
www.gadalliance.net/tnc-cds.htm",251,04-Jan-88,04-Jan-18,04-Jan-28,Thakurgaon,Bangladesh,
,,,,,,,,,
1680,"Samaj Unnayan
Sangstha (Dhaka)","413, Gulbagh Road, Malibagh,
Dhaka. Phone : 9356051",509,03-Jul-91,31-Jul-16,31-Jul-26,Dhaka,Bangladesh,
1681,"Samaj Unnayan
Sangstha Comilla","Uralchail, Iqbal Nagar, Nagolkot,
Comilla.
Phone: 01819-074407",2504,28-Oct-09,28-Oct-14,28-Oct-19,Comilla,Bangladesh,
1682,"Samaj Unnayan
Sangstha-Khulna","Nazmin Mansion, 7/1, Soultan
Ahmed Road, Moulvipara, Khulna
Sadar, Khulna-9100.
Phone: 810752, Fax: 2830472",2587,13-Jul-10,,13-Jul-15,Khulna,Bangladesh,
1683,"Samaj Unnayan-O-
Paribar Porikalpana
Sangstha","Ibrahimpur Road, (Court Road),
P.O: Sreemangal (3210), Dist:
Maulavibazar
Phone :08626-71451",575,15-Dec-91,15-Dec-17,15-Dec-27,MoulaviBazar,Bangladesh,
1684,"Samajic Kallyan
Sangstha","Salandar, Thakurgaon
Phone: 05641-52641",1327,27-Dec-98,27-Dec-18,27-Dec-28,Thakurgaon,Bangladesh,
1685,"Samajik Sheba
Shonghothon","Vill+Post: Pathrail, Thana:
Delduwar, Dist.: Tangail.
Phone: 01716-401569, Fax: 0921-
53388",2124,20-Aug-06,20-Aug-21,19-Aug-31,Tangail,Bangladesh,
1686,"Samajik Unnayan
Sangstha","Dapdapia, Thana: Nalchiti,
Jhalokhati.
Phone: 01712-557833
www.susbd.net",498,18-Jul-91,17-Jul-16,16-Jul-26,Jhalokathi,Bangladesh,
1687,"Samakal Samaj
Unnayan Sangstha","Vill. & P.O: Jahangirabad, Via:
Sadullapur, Pirganj, Rangpur
Phone: 05227-56022",640,28-Jul-92,28-Jul-17,28-Jul-27,Rangpur,Bangladesh,
1688,"Samannita
Attonirvorsheel Samaj
Unnyon Sangstha
(SISDA)","Vill: Majihat, PO: Halsha, Mirpur,
Kustia
Phone: 01715020343",3097,31-Oct-17,,31-Oct-27,Kustia,Bangladesh,
1689,"Samannita Jono Kalyan
Kendra","19/4, City Lane, Savar, Dhaka.
Phone: 9137439",1089,27-Oct-96,27-Oct-16,27-Oct-26,Dhaka,Bangladesh,
1690,"Samannita Palli O
Krishi Unnayan Kendra","Biswas Betka, Dhaka Road,
Tangail,
Phone: 01711-987113",1721,10-Jun-02,10-Jun-17,10-Jun-27,Tangail,Bangladesh,"Cancelled on
23/12/2010,
Revived on
30/05/2011"
1691,"Samannita Unnayan
Sangstha","Seven Sara Tower (2nd Floor),
974,East Nasirabad, Chittagong.
Phone: 031-2550011",1411,17-Aug-99,17-Aug-14,17-Aug-19,Chittagong,Bangladesh,
1692,"Samannito Unnayan
Seba Sangathan","Sathi Cinema Road, Modhupur,
Tangail
Phone: 0922888127",1178,10-Aug-97,10-Aug-17,10-Aug-27,Tangail,Bangladesh,
1693,Samata,"9/5, Iqbal Road, Block-A,
Mohammadpur, Dhaka
Phone : 9131058",180,28-Apr-85,24-Mar-05,24-Mar-10,Dhaka,Bangladesh,
1694,"Samata Nari Kalyan
Sangstha","Village+P.O: Monigram, Thana:
Bagha, Rajshahi
Phone: 01714-049469",1727,01-Aug-02,01-Aug-17,01-Aug-27,Rajshahi,Bangladesh,
,,,,,,,,,
1695,"Samata Unnayan
Sangstha","Gunergathi, Sirajganj
Phone: 01711-467636",3024,25-May-16,,25-May-21,Sirajganj,Bangladesh,
1696,Samdani Art Foundation,"Shanta Western Tower, Level-5,
501-502 Plot, 186 Gulshan,
Tejgaon Link Road, Tejgaon I-A,
Dhaka.
Tel: 028-878784-7",3227,24-Nov-19,,24-Nov-29,Dhaka,Bangladesh,
1697,"Sammya Mohila
Unnayan Sangstha","Vill: Salemanpur (Shekhpara),
Post+P.S.: Coatchandpur, Dist.
Jhenidaha.",1976,27-Oct-04,,27-Oct-09,Jhenaidah,Bangladesh,
1698,"Sanchito Sapno Mohila
Sangstha","West Amtharpar, Batthaarpar,
Sadar, Barguna, Mob:
01818323116",3202,23-Jun-19,,23-Jun-29,Barguna,Bangladesh,
1699,"Sancred Welfare
Foundation(SWF)","Suravi Residential Area,
Hasonnagor, Sunamganj-3000
Phone: 0871-61540, 55846
www.swfbangladesh.org",2171,04-Dec-06,04-Dec-21,03-Dec-31,Sunamganj,Bangladesh,
1700,Sandhan,"Chowdhury Para, Khaliganj,
Kurigram
Phone: 01718-836835",888,18-Jan-95,18-Jan-20,18-Jan-30,Kurigram,Bangladesh,
1701,"Sandhani Nari Unnayan
Sanghasta (SNUS)","Vill: Kukrail, Eterpool, Madaripur,
Mob: 019912285843",3203,25-Jun-19,,25-Jun-29,Madaripur,Bangladesh,
1702,Sangjog,"Baharain Vila, House-554/5,
Basain, Narshingdi.
Phone: 9451624",767,03-Nov-93,03-Nov-08,03-Nov-13,Dhaka,Bangladesh,
1703,Sangkalpa Trust,"Zaki Mansion, House-259, College
Road, Barguna-8700
Phone: 04455-75122
www.sangkalpa. Org",262,27-Mar-88,27-Mar-18,27-Mar-28,Barguna,Bangladesh,
1704,"Sangram (Sangathita
Gram Unnayan
Karmasuchi)","Shahid Sritee Sarak, Barguna-8700
Phone : 0448-62828, Fax: 0448-
63454",454,25-Mar-91,25-Mar-21,24-Mar-31,Barguna,Bangladesh,
1705,Sangskar,"Mowsak Tower, 83/B, New Circular
Road, Malibag, Dhaka.",2289,14-Nov-07,,14-Nov-12,Dhaka,Bangladesh,
1706,"Sanjivani Manabik
Unnayan Sangstha","Road-13, House-12/Ka, North
Bishil, Mirpur, Dhaka
Phone: 01817-081467",2874,12-Aug-14,,12-Aug-19,Dhaka,Bangladesh,
1707,Sanjog Bangladesh,"5/B Ananna, House-01, Road-23/1,
Gulshan-1, Dhaka.
Phone: 0149348313, 8616558",2639,04-May-11,04-May-16,04-May-21,Dhaka,Bangladesh,
1708,Saptadinga,"House-51/12 (Gr, flr), R-12,
Pisciculture HS, Mohammadpur,
Dhaka
Phone : 9132693",1219,27-Nov-97,27-Nov-02,27-Nov-07,Dhaka,Bangladesh,
1709,"Saptagram Nari
Swanirvar Parishad","House-4/2/35, North Kalibari Road,
Jheeltuli, Faridpur-7800
Phone: 0631-65502, 01676-281290",64,22-Apr-81,29-Nov-16,29-Nov-26,Dhaka,Bangladesh,
,,,,,,,,,
1710,Saraswatipur Academy,"Saraswatipur Mission,
Saraswatipur, Mohadevpur,
Naogaon.",1504,19-Apr-00,19-Apr-20,19-Apr-30,Naogaon,Bangladesh,
1711,"Sardar Sultan Mahmood
Welfare Foundation","Vill:. Narayelpara,
Post+Thana+Dist.: Pirojpur",2151,02-Nov-06,,02-Nov-11,Pirojpur,Bangladesh,
1712,Sa-Riday Foundation,"15 No. Mughal Nagar Road, matuail
Dakhin Para, Demra, Dhaka.
Phone: 9125578",2573,18-May-10,,18-May-15,Dhaka,Bangladesh,
1713,"Sarkar Pasa Welfare
Trust","Jamalpur Road, Aramnagar, Post:
Sarisha Bari, Dist.: Jamalpur.
Phone: 09827-56159,
01834100200
www.spwt.workwithus.org",2143,08-Oct-06,08-Oct-16,08-Oct-21,Jamalpur,Bangladesh,
1714,"Sarnali Mohila Samity
(SMS)","Banolata, Sayestha Khan Road,
South Raghobpur, Pabna-6600
Phone: 0731-66706",1746,07-Oct-02,07-Oct-17,07-Oct-27,Pabna,Bangladesh,
1715,"Satata Development
Society","Village: Uttar Rupatoli, Post: Rupatoli
Housing, Sadar, Barisal.",3154,11-Jun-18,11-Jun-18,11-Jun-28,Barisal,Bangladesh,
1716,Satata Sangstha,"Vill & PO: Tapurchar, Rowmari,
Dist: Kurigram.
Phone: 01791-360006",2629,20-Mar-11,20-Mar-21,19-Mar-29,Kurigram,Bangladesh,
1717,"Satata Unnayan
Sangstha","Shafipur Bazar, Kaliakoir, Gazipur
Phone: 01687-811576",1572,10-Oct-00,10-Oct-15,10-Oct-20,Gazipur,Bangladesh,"Cancelled on
15/06/2010,
Revived on
26/06/2013"
1718,SATHI,"Bargacha, Half Rasta, Natore
Phone: 01712243760",3009,29-Feb-16,,28-Feb-21,Natore,Bangladesh,
1719,"Sathi Samaj Kallyan
Samiti","House-36, Road-02, Banani
(Amtoli), Dhaka-1216.
Phone: 8831068",1602,18-Dec-00,18-Dec-20,18-Dec-30,Dhaka,Bangladesh,
1720,Satkhira Shisu Hospital,"P.O. Rasulpur, Satkhira",618,03-May-92,03-May-02,03-May-07,Sathkhira,Bangladesh,
1721,"Satkhira Unnayan
Sangstha","P.O. & UZ: Tala, Dist: Satkhira
Phone : 04727-56252",460,10-Apr-91,10-Apr-21,09-Apr-31,Sathkhira,Bangladesh,
1722,"Satsango Palli Kalyan
Samity","4/6, Radhanagar, College Road,
Pabna.
Phone: 0731-64139",599,07-Mar-92,07-Mar-12,07-Mar-17,Pabna,Bangladesh,
1723,"SAVE (Society for
Agriculture Vegetation
and Education)
Bangladesh","Shahorail, Singair, Manikganj, Mob:
0186504011-2",3213,29-Jul-19,,29-Jul-29,Manikganj,Bangladesh,
1724,Save Our Life (SOL),"445, Mirhazir Bagh, Dhaka.",1025,27-Mar-96,27-Mar-01,27-Mar-06,Dhaka,Bangladesh,
,,,,,,,,,
1725,Save Society,"House-303, Block-C, New Town,
Upashahar, Jessore, Tel:
01712622835",3127,27-Dec-17,,27-Dec-27,Jessore,Bangladesh,
1726,Save the Country,"17, Ali Naki Dawri (Nazim Uddin
Road), Dhaka.
Phone: 01819-270208",2797,03-Jul-13,03-Jul-18,03-Jul-28,Dhaka,Bangladesh,
1727,Save the Farmers,"92, Motijheel C/A, Dhaka
Phone : 9561233",1644,24-May-01,,24-May-06,Dhaka,Bangladesh,"Cancelled on
29/07/2010,
Revived on
03/09/2012"
1728,"Save the Planet and
Disability (SPD)","SPD Complex, Post: Mujibnagar,
Dist.: Meherpur.
Phone : 8313488",1404,28-Jul-99,28-Jul-04,28-Jul-09,Dhaka,Bangladesh,
1729,"Save the Women and
Children (SWC)","Vill.: Pathra, Post: Panchpara,
Upazilla & Dist.: Magura.
Phone: 01718-248494",2114,24-Jul-06,24-Jun-16,24-Jun-21,Magura,Bangladesh,
1730,"Save Urban and Rural
Poor (SURP)","1410/A, Khilgaon Chowrastha,
Dhaka-1219
Phone : 7211050",1063,26-Aug-96,,26-Aug-01,Dhaka,Bangladesh,
1731,Saviour,"36, Rail Road, Jessore.
Phone: 666220421",1816,20-Apr-03,20-Apr-08,20-Apr-13,Jessore,Bangladesh,
1732,Sayapath,"Tushbander, Kaliganj, Lalmonirhat",2879,18-Aug-14,18-Aug-19,17-Aug-29,Lalmonirhat,Bangladesh,
1733,"Sayed Nur Uddin
Ahmed Development
Foundation","House-78/E, Road-12, Banani,
Dhaka.
Phone: 01819-532578",2757,27-Dec-12,27-Dec-17,27-Dec-27,Dhaka,Bangladesh,
1734,"Seba Artha Samajik
Unnayan Sangstha","Vill.+P.O.+P.S: Delduar, Dist:
Tangail.",1150,29-Mar-97,29-Mar-17,29-Mar-27,Tangail,Bangladesh,
1735,"Seba Manabik Unnayan
Kendra","Uttar Rampur, Poddar Bazar
Highway, P.O: Ahmadnagar,
Comilla.
Phone : 08168386, 01711-329493,
01711-329492",357,30-Jan-90,30-Jan-10,30-Jan-15,Comilla,Bangladesh,
1736,"Seba Manob Kallyan
Kendra","Dushani, Bagerhat Sadar,
Dist.:Bagerhat
Phone: 0468-62692, Fax: 0468-
62915
www.smkk.org",1362,06-Apr-99,06-Apr-19,06-Apr-29,Dhaka,Bangladesh,
1737,"Seba Nari O Shishu
Kallyan Kendra","26 (Azimbag) East Tejturi Bazar,
Tejgaon, Dhaka
Phone : 9114497
www.shevabd.org",970,25-Sep-95,25-Sep-20,24-Sep-30,Dhaka,Bangladesh,
1738,Seba Sangha,"164, Ashraf Ali Road, Patharghata,
P.O. Box: 657, Chittagong
Phone : 630287",56,22-Apr-81,15-May-15,15-May-20,Chittagong,Bangladesh,
1739,Sebika Songstha,"House-246/1/C/3/2, West
Agargaon, Mohammadpur, Dhaka-
1207
Phone: 8153944",2249,24-Jun-07,24-Jun-17,24-Jun-27,Dhaka,Bangladesh,
,,,,,,,,,
1740,"Sechashebi Bahumukhi
Mohila Samaj Kalyan
Samity","F-753, Miapara, Ghoramara,
Rajshahi
Phone :0721-774118",202,23-Jan-86,21-Jan-21,21-Jan-31,Rajshahi,Bangladesh,
1741,"SEID (Society for
Education and Inclusion
of the Disabled)","House-6/5, (3rd Floor), Block-B,
Humayun Road, Mohammadpur,
Dhaka
Phone; 9141694, Fax: 8125524
www.seidtrust.bd.org",2110,12-Jul-06,12-Jul-21,11-Jul-31,Dhaka,Bangladesh,
1742,"Sejuti Health &
Education Development
Foundation (SHEDF)","241/D, 1st Colony, Lalkuthi, Mirpur,
Dhaka-1216
Phoen: 01712-240941",2311,28-Feb-08,28-Feb-18,28-Feb-28,Dhaka,Bangladesh,
1743,Self Development,"417/C, Khilgaon Chowdhurypara,
Dhaka.",2616,05-Dec-10,05-Dec-15,05-Dec-20,Dhaka,Bangladesh,
1744,"Self Development
Initiative (SDI)","Vill+Post: Panail Pukur, Upazilla:
Kishorgonj, Dist.: Nilfahamari.",2094,09-May-06,09-05-21,09-May-31,Nilphamari,Bangladesh,
1745,"Self Help Association
for Rural People
Through Education and
Entre- preneurship
(SHAREE)","41/23/4- Zigatala New Road,
Dhanmondi, Dhaka.
Phone: 8130480, Fax: 9113152
www.sharee.org.bd",1595,10-Dec-00,10-Dec-20,09-Dec-30,Dhaka,Bangladesh,
1746,"Self-Help and
Rehabilitation
Programme (SHARP)","New Babupara, Soyedpur,
Nilpamari
Phone: 05526-73136, Fax: 05526-
73136",2309,26-Feb-08,26-Feb-18,26-Feb-28,Nilphamari,Bangladesh,
1747,Serac Bangladesh,"33/5, Ali Madrasha Road,
Vatikashore, Mymensingh
Phone: 01937-151312",2966,14-Sep-15,14-Sep-20,14-Sep-30,Mymensingh,Bangladesh,
1748,Serve the People,"16/1, B, Tollabagh, Sobhanbagh,
Dhaka.
Phone: 8128737",2741,11-Nov-12,11-Nov-17,11-Nov-27,Dhaka,Bangladesh,
1749,"Service and Assistance
to Helps the Initiators","Adarsha College Road, Khetri Para,
Dinajpur.
Phone: 0531-61669",1810,03-Apr-03,03-Apr-08,03-Apr-13,Dinajpur,Bangladesh,
1750,"Service and Vision for
Edify (SAVE)","Masterpara, Arappur, Jhenaidhak
Phone: 01720-094267",959,16-Jul-95,16-Jul-20,15-Jul-30,Jhenaidah,Bangladesh,
1751,"Service Emergency For
Rural People (SERP)","Shahid Noresh Chowhan Road,
Jamidarpara, Thakurgaon-5100
Phone : 0561-52572",497,16-Jul-91,16-Jul-21,15-Jul-31,Thakurgaon,Bangladesh,
1752,"Service for Equity and
Economic Development
(SEED)","Village+P.O: Digirpar Bazar,
Thana: Monirampur, Jessore",743,02-Sep-93,02-Sep-18,02-Sep-28,Jessore,Bangladesh,
1753,"SERWTCI (Self
Employment for Rural
Destitute Women
through Cottage
Industries)","Malek Mention *9th Floor), 128,
Motijheel C/A, Dhaka
Phone: 9565531",2937,04-Jun-15,,04-Jun-20,Dhaka,Bangladesh,
1754,SETU,"T&T Colony Road, Courtpara, .PO.
Box: 10, Kushtia
Phone: 071-61610, Fax: 071-73256
www.setubd.org",240,05-Oct-87,05-Oct-17,05-Oct-27,Kustia,Bangladesh,"Name (SETU-
Kushtia)
corrected as
SETU on
7/8/2012 as
per note"
,,,,,,,,,
1755,Seva Prodan Songstha,"75/1 Chandpur, Ward-6, Comilla
City Corporation, Kotwali, Adarsha
Sadar, Comilla
Phone: 0932591181",3095,30-Oct-17,,30-Oct-27,Comilla,Bangladesh,
1756,Shabujer Jattra,"617, Rajapukur Lane, Momin Road,
Kotowali, Chittagong
Phone: 01818785047",3082,11-Jan-17,11-Jan-22,10-Jan-32,Chittagong,Bangladesh,
1757,"Shah Waliullah Islamic
Centre-Bangladesh","122, West Agargan,
Mohammadpur, Dhaka.
Phone : 9131962, Fax: 9119253",1249,09-Mar-98,09-Mar-18,09-Mar-28,Dhaka,Bangladesh,
1758,"Shahbag Jamea
Madania Qusimul Ulum
Orphanage","PO: Shahbag, Thana: Zakiganj,
Sylhet.
Phone: 01716602167",3052,01-Nov-16,01-11-21,31-Oct-31,Sylhet,Bangladesh,
1759,"Shahid Dr. Fazla Rabbi
Foundation","House-26 (G. Floor), Road-07, P.C.
Culture Housing Society,
Shakhertak, Mohammadpur, Dhaka-
1207.",2649,26-Jun-11,26-Jun-16,26-Jun-26,Dhaka,Bangladesh,
1760,"Shahjira Mohila &
Shishu Unnayan
Sangstha","Vill+P.O: Shahjira Via-Batajore,
UZ: Agailjhara, Dist: Barisal",416,10-Dec-90,10-Dec-20,10-Dec-30,Barisal,Bangladesh,
1761,Shakaler Janna Kalyan,"Vill. Sankarpasa, P.O. Parerhat,
Dist: Pirojpur
Phone: 01718-449632",742,02-Sep-93,02-Sep-18,02-Sep-28,Pirojpur,Bangladesh,
1762,"Shakkhor Enviroment &
Education Development
Society","Road-11(New), House-34/1,
Dhanmondi R/A,Dhaka.
Phone: 8128538",2808,19-Aug-13,19-Aug-13,19-Aug-18,Dhaka,Bangladesh,
1763,"Shakti Foundation for
the Disadvantaged
Women","House-04, Road-27, Block-J,
Banani, Dhaka-1213
Phone: 8810700
www.sfdw.org",626,01-Jun-92,01-Jun-17,01-Jun-27,Dhaka,Bangladesh,
1764,SHALOM,"54/1, Borobagh, Mirpur-2, Dhaka-
1216.
Phone: +880-2-8020876
Fax: +880-2-8053729
Mobile: 01731-802332",155,04-Mar-83,15-May-15,15-May-20,Dhaka,Bangladesh,
1765,"Shamaj Gram O Shahar
Unnayan Sangstha","Jaman Chamber (3rd Floor), 47,
Dilkusha C/A, Dhaka
Phone: 01714-445553",2945,29-Jul-15,29-Jul-20,28-Jul-30,Dhaka,Bangladesh,
1766,"Shamali Samaj Kalyan
Samity (SSKS)","Madrasa Vaban (4th Floor),
Nirapad Yousing Society, Yunus
Road, West Bakalia, Chittagong.
Phone: 01715022548",2188,17-Jan-07,17-Jan-17,17-Jan-22,Chittagong,Bangladesh,
1767,"Shamsuddin Golezan
Welfare Foundation","DC's Bazar, Medhakandor, Birol,
Dist: Dinajpur, Mob: 01715027292",3242,27-Aug-20,,27-Aug-30,Dinajpur,Bangladesh,
1768,"Shamsuddin-Nahar-
Trust","Vill: Baitpur (Chitoly), PO: Baitpur,
UZ: Sadar, Bagerhat
Phone: 01920-732512",2442,26-May-09,26-May-19,26-May-29,Bagerhat,Bangladesh,
1769,Shamunnay,"Happy Rahman Plaza (4th Floor),
25-27 Kazi Nazrul Islam Avenue,
Banglamotor, Dhaka-1000
Phone: 8610332, Fax: 8622320",2631,22-Mar-11,22-Mar-21,22-Mar-31,Dhaka,Bangladesh,
,,,,,,,,,
1770,Shandhanee Sangstha,"Vill. Bohulpara, Karamdi, P.O.
Karamdi, Thana Gangni, Dist-
Meherpur.
Shandhani.org
Phone: 07922-75373",796,29-Dec-93,29-Dec-18,29-Dec-28,Meherpur,Bangladesh,
1771,"Shantakali Samaj
Kallyan Samity","Kurgoan (New Para), Mizan Nagar,
Savar, Dhaka.
Phone: 7708693",1968,06-Oct-04,06-Oct-18,06-Oct-25,Dhaka,Bangladesh,"Cancelled on
27/06/2010,
Revived on
10/04/2012"
1772,"Shantir Neer Unnayan
Society","Uttar Masdair (Gabtali),
Post+Thana: Fatulla, Dist.:
Narayangang",2388,10-Sep-08,,10-Sep-13,Narayanganj,Bangladesh,
1773,Shapla Ful,"Dashani, Bagerhat-9300
Phone : 0468-63327",339,14-Jan-90,15-Jan-20,15-Jan-30,Bagerhat,Bangladesh,
1774,"Shapla Gram Unnayan
Sangstha","Keshorhat, Mohanpur, Dist:
Rajshahi
Phone: 01712-772446",2955,06-Aug-15,06-Aug-20,06-Aug-30,Rajshahi,Bangladesh,
1775,"Shapla Mohila
Sangstha","Momin Mansion (3rd Floor), Bus
Stand, Goalchamat, Faridpur.
Phone: 0631-65640",1841,16-Jun-03,16-Jun-13,16-Jun-18,Faridpur,Bangladesh,
1776,"Shapla Rural
Development Society
(SRDS)","Nutunbazar (Dharoon), P.O: Jatura,
Thana: Chatak, Dist: Sunamganj.
Phone: 01711-844455",1508,19-Apr-00,19-Apr-10,19-Apr-15,Sylhet,Bangladesh,
1777,"Shapla Samaj Unnayan
Kendra","PO: Shelidah, PS: Kumarkhali, Dist:
, Kushtia-7000
Phone: 01913-783578",1036,05-May-96,05-May-21,04-May-31,Kustia,Bangladesh,
1778,"Shapla Shamaj
Unnayan Sangstha
(SSUS)","7/1-A, R.K. Mission Road, P.O:
Wari, PS: Sutrapur, Dhaka-1203
Phone: 01190-347689",1899,11-Jan-04,11-Jan-14,11-Jan-19,Dhaka,Bangladesh,
1779,"Shaplaful Social
Development
Organization (SSDO)","DC Bangla Road, Patuakhali-8600",2001,30-Jan-05,30-Jan-10,30-Jan-15,Patuakhali,Bangladesh,
1780,Shapna-Foundation,"Jha-07 (3rd Floor), Block-A, Taltola,
Khilgaon, Dhaka.
Phone: 8252333",1942,03-Jul-04,03-Jul-09,03-Jul-14,Dhaka,Bangladesh,
1781,Sharan,"R.M. House-101 (1st Floor),
Chatteswari Road, Dampara,
Chittagong.",884,07-Jan-95,07-Jan-15,07-Jan-25,Chittagong,Bangladesh,
1782,Share,"Ta-185, Shahid Shahadat Soroni,
South Badda, Gulshan-1, Dhaka-
1212
Phone: 9142345",661,27-Oct-92,27-Oct-07,27-Oct-12,Dhaka,Bangladesh,
1783,Share-Bangladesh,"Boyra Central Road, Holding-4/1,
Boyra, Khulna-9000
Phone: 01716166151",2185,15-Jan-07,15-Jan-22,14-Jan-32,Bagerhat,Bangladesh,
1784,"SDS (Shariatpur
Development Society)","Sadar Road, Shariatpur.
Phone: 0601-61654, 61534
www.sdsbd.org",794,29-Dec-93,29-Dec-18,29-Dec-28,Shariatpur,Bangladesh,"Name
Change on
18/03/2021"
,,,,,,,,,
1785,"Sharing Resources and
Initiatives for
Sustainable Technical
Inovations","House-27/1, Road-13/A,
Dhanmondi R/A, Dhaka-1209",2163,21-Nov-06,,21-Nov-11,Dhaka,Bangladesh,
1786,"SHARIPS (Sourc of
Hope and Ambition
Ristoring
Encouragment and
Anding Futile Struggle)","House-05, Road-7/C, Sector-03,
Uttara, Dhaka-1230.
Phone: 8957315",2120,07-Aug-06,07-Aug-16,07-Aug-26,Dhaka,Bangladesh,
1787,"Shastha-O-Kalyan
Sangstha","Shirajuddin Ahmed Road, P.O.
Gosairhat, Sariatpur
Phone :06024-75025",294,18-May-89,18-May-09,18-May-14,Shariatpur,Bangladesh,
